sequence_id,session_number,game_type,difficulty,accuracy,score,response_time,mistakes,accuracy_change,target_difficulty
73,5,Everyday Problem Solver,Medium,66.98,4,5.08,2,-1.77,Medium
74,1,Memory Match & Recall,Hard,38.46,2,5.62,4,0.0,Medium
74,2,Behaviour & Emotional Response,Easy,65.9,4,3.9,2,27.44,Medium
74,3,Story & Conversation,Medium,63.6,3,3.92,2,-2.3,Medium
74,4,Story & Conversation,Hard,44.44,3,5.42,3,-19.16,Medium
74,5,Everyday Problem Solver,Medium,67.75,4,5.19,2,23.31,Medium
75,1,Memory Match & Recall,Medium,66.56,3,5.29,2,0.0,Hard
75,2,Everyday Problem Solver,Easy,92.32,6,4.36,0,25.76,Hard
75,3,Behaviour & Emotional Response,Easy,94.87,6,3.62,0,2.55,Hard
75,4,Story & Conversation,Easy,98.0,10,6.97,0,3.13,Hard
75,5,Behaviour & Emotional Response,Easy,89.3,4,3.75,1,-8.7,Hard
76,1,My Life Memories,Medium,91.28,7,4.14,1,0.0,Medium
76,2,Behaviour & Emotional Response,Medium,80.78,8,4.52,2,-10.5,Medium
76,3,Behaviour & Emotional Response,Easy,86.73,4,3.2,1,5.95,Medium
76,4,Behaviour & Emotional Response,Easy,90.28,5,3.36,0,3.55,Medium
76,5,Memory Match & Recall,Hard,75.59,8,5.98,2,-14.69,Medium
77,1,My Life Memories,Medium,77.27,8,6.06,2,0.0,Hard
77,2,My Life Memories,Easy,93.47,5,4.19,0,16.2,Hard
77,3,Story & Conversation,Medium,90.31,5,3.43,0,-3.16,Hard
77,4,Everyday Problem Solver,Easy,98.0,8,4.42,0,7.69,Hard
77,5,My Life Memories,Hard,80.21,6,6.01,2,-17.79,Hard
78,1,My Life Memories,Medium,91.17,9,4.13,1,0.0,Hard
78,2,Memory Match & Recall,Medium,92.76,5,4.09,0,1.59,Hard
78,3,Behaviour & Emotional Response,Medium,94.18,6,6.17,0,1.42,Hard
78,4,My Life Memories,Medium,98.0,6,4.03,0,3.82,Hard
78,5,My Life Memories,Easy,98.0,10,4.78,0,0.0,Hard
79,1,My Life Memories,Medium,55.51,3,5.3,2,0.0,Medium
79,2,Story & Conversation,Medium,44.12,4,7.0,4,-11.39,Medium
79,3,Story & Conversation,Hard,53.49,5,5.14,5,9.37,Medium
79,4,Memory Match & Recall,Easy,63.89,3,4.83,2,10.4,Medium
79,5,Memory Match & Recall,Medium,59.72,5,5.81,3,-4.17,Medium
80,1,Everyday Problem Solver,Medium,89.09,7,3.83,1,0.0,Hard
80,2,Memory Match & Recall,Medium,83.38,8,3.96,2,-5.71,Hard
80,3,Memory Match & Recall,Hard,80.95,6,7.81,2,-2.43,Hard
80,4,Story & Conversation,Easy,98.0,6,4.48,0,17.05,Hard
80,5,Everyday Problem Solver,Medium,96.05,6,6.16,0,-1.95,Hard
81,1,Memory Match & Recall,Medium,91.81,7,4.18,1,0.0,Hard
81,2,Memory Match & Recall,Medium,98.0,6,5.53,0,6.19,Hard
81,3,My Life Memories,Hard,97.08,5,6.22,0,-0.92,Hard
81,4,Behaviour & Emotional Response,Hard,85.34,7,6.33,1,-11.74,Hard
81,5,Memory Match & Recall,Easy,98.0,8,5.2,0,12.66,Hard
82,1,Story & Conversation,Medium,74.01,4,6.31,2,0.0,Medium
82,2,Everyday Problem Solver,Medium,77.4,8,5.66,2,3.39,Medium
82,3,Memory Match & Recall,Easy,79.61,4,4.54,1,2.21,Medium
82,4,Memory Match & Recall,Medium,79.35,5,3.88,1,-0.26,Medium
82,5,My Life Memories,Medium,75.82,6,4.42,2,-3.53,Medium
83,1,Everyday Problem Solver,Medium,68.1,5,5.18,3,0.0,Medium
83,2,Behaviour & Emotional Response,Medium,62.21,3,3.37,2,-5.89,Medium
83,3,Everyday Problem Solver,Easy,77.91,4,5.15,1,15.7,Medium
83,4,Memory Match & Recall,Easy,87.91,9,3.93,1,10.0,Medium
83,5,My Life Memories,Medium,67.75,7,5.26,3,-20.16,Medium
84,1,Story & Conversation,Easy,93.09,5,4.59,0,0.0,Hard
84,2,Story & Conversation,Medium,88.81,7,5.01,1,-4.28,Hard
84,3,Behaviour & Emotional Response,Medium,83.98,7,5.06,1,-4.83,Hard
84,4,Memory Match & Recall,Easy,98.0,5,2.98,0,14.02,Hard
84,5,Memory Match & Recall,Easy,98.0,6,3.38,0,0.0,Hard
85,1,Everyday Problem Solver,Medium,68.79,6,4.28,2,0.0,Medium
85,2,Story & Conversation,Easy,91.69,9,6.15,1,22.9,Medium
85,3,My Life Memories,Easy,90.53,9,3.61,1,-1.16,Medium
85,4,Behaviour & Emotional Response,Medium,93.71,7,3.01,1,3.18,Medium
85,5,Memory Match & Recall,Medium,70.73,4,5.46,1,-22.98,Medium
86,1,My Life Memories,Easy,56.34,3,5.4,2,0.0,Medium
86,2,Story & Conversation,Medium,55.43,6,4.38,4,-0.91,Medium
86,3,My Life Memories,Easy,57.79,6,5.58,4,2.36,Medium
86,4,Memory Match & Recall,Hard,48.87,3,5.79,3,-8.92,Medium
86,5,Behaviour & Emotional Response,Medium,69.55,6,3.66,2,20.68,Medium
87,1,Memory Match & Recall,Medium,32.97,2,5.18,3,0.0,Medium
87,2,Everyday Problem Solver,Medium,40.08,4,4.89,6,7.11,Medium
87,3,Behaviour & Emotional Response,Easy,52.23,4,3.08,4,12.15,Medium
87,4,Story & Conversation,Easy,60.28,4,4.42,2,8.05,Medium
87,5,Memory Match & Recall,Medium,49.82,2,5.51,3,-10.46,Medium
88,1,Behaviour & Emotional Response,Medium,70.27,6,5.48,2,0.0,Hard
88,2,Story & Conversation,Medium,72.21,4,6.52,2,1.94,Hard
88,3,Everyday Problem Solver,Easy,81.03,6,5.2,2,8.82,Hard
88,4,Everyday Problem Solver,Easy,80.81,5,6.08,1,-0.22,Hard
88,5,Memory Match & Recall,Easy,78.79,8,6.53,2,-2.02,Hard
89,1,My Life Memories,Medium,50.81,5,5.25,5,0.0,Easy
89,2,Behaviour & Emotional Response,Medium,56.81,5,6.05,3,6.0,Easy
89,3,Story & Conversation,Easy,68.48,3,3.92,2,11.67,Easy
89,4,My Life Memories,Medium,52.56,4,4.54,4,-15.92,Easy
89,5,Story & Conversation,Medium,50.85,4,3.19,4,-1.71,Easy
90,1,Behaviour & Emotional Response,Easy,86.12,9,4.82,1,0.0,Medium
90,2,My Life Memories,Easy,77.1,6,4.33,2,-9.02,Medium
90,3,Story & Conversation,Easy,84.38,4,2.93,1,7.28,Medium
90,4,Behaviour & Emotional Response,Medium,84.93,8,5.87,2,0.55,Medium
90,5,My Life Memories,Medium,76.08,4,4.92,1,-8.85,Medium
91,1,My Life Memories,Hard,38.88,2,5.69,4,0.0,Hard
91,2,Story & Conversation,Medium,60.53,4,3.81,2,21.65,Hard
91,3,Memory Match & Recall,Medium,64.44,5,7.14,3,3.91,Hard
91,4,Memory Match & Recall,Medium,71.47,4,4.24,2,7.03,Hard
91,5,Memory Match & Recall,Easy,82.56,8,6.02,2,11.09,Hard
92,1,My Life Memories,Medium,74.23,4,4.13,2,0.0,Hard
92,2,Story & Conversation,Medium,79.56,6,5.34,2,5.33,Hard
92,3,My Life Memories,Medium,82.24,7,5.6,1,2.68,Hard
92,4,Behaviour & Emotional Response,Easy,94.67,8,3.6,0,12.43,Hard
92,5,Memory Match & Recall,Easy,97.77,10,4.45,0,3.1,Hard
93,1,Story & Conversation,Easy,96.99,6,6.31,0,0.0,Hard
93,2,Story & Conversation,Easy,98.0,6,3.43,0,1.01,Hard
93,3,Story & Conversation,Easy,98.0,10,3.83,0,0.0,Hard
93,4,Everyday Problem Solver,Medium,98.0,5,5.34,0,0.0,Hard
93,5,Story & Conversation,Medium,93.69,7,4.72,1,-4.31,Hard
94,1,Everyday Problem Solver,Medium,98.0,5,5.24,0,0.0,Hard
94,2,My Life Memories,Medium,93.86,5,4.89,0,-4.14,Hard
94,3,Story & Conversation,Easy,98.0,6,2.99,0,4.14,Hard
94,4,Story & Conversation,Hard,83.09,8,3.63,2,-14.91,Hard
94,5,Everyday Problem Solver,Easy,98.0,6,4.99,0,14.91,Hard
95,1,Everyday Problem Solver,Easy,72.2,4,2.95,1,0.0,Easy
95,2,Behaviour & Emotional Response,Medium,45.47,2,5.41,3,-26.73,Easy
95,3,Story & Conversation,Hard,50.03,3,7.92,3,4.56,Easy
95,4,Behaviour & Emotional Response,Medium,54.5,3,6.36,3,4.47,Easy
95,5,Everyday Problem Solver,Hard,46.52,3,5.72,3,-7.98,Easy
96,1,My Life Memories,Easy,87.17,7,2.41,1,0.0,Medium
96,2,Everyday Problem Solver,Hard,71.61,6,7.38,2,-15.56,Medium
96,3,My Life Memories,Easy,82.5,5,4.81,1,10.89,Medium
96,4,Story & Conversation,Hard,68.72,7,6.06,3,-13.78,Medium
96,5,Everyday Problem Solver,Medium,75.95,8,4.09,2,7.23,Medium
97,1,My Life Memories,Medium,66.65,7,5.62,3,0.0,Medium
97,2,Behaviour & Emotional Response,Medium,58.89,4,5.95,2,-7.76,Medium
97,3,Everyday Problem Solver,Hard,33.53,2,7.41,4,-25.36,Medium
97,4,Story & Conversation,Easy,63.68,6,4.06,4,30.15,Medium
97,5,Story & Conversation,Medium,58.9,3,3.48,2,-4.78,Medium
98,1,Behaviour & Emotional Response,Hard,62.61,5,6.21,3,0.0,Medium
98,2,Memory Match & Recall,Medium,78.63,6,5.44,2,16.02,Medium
98,3,My Life Memories,Hard,68.87,4,4.21,2,-9.76,Medium
98,4,My Life Memories,Easy,97.89,6,3.62,0,29.02,Medium
98,5,My Life Memories,Hard,62.07,3,5.29,2,-35.82,Medium
99,1,My Life Memories,Easy,97.61,8,3.8,0,0.0,Hard
99,2,Everyday Problem Solver,Medium,81.92,4,4.46,1,-15.69,Hard
99,3,Story & Conversation,Easy,98.0,8,4.67,0,16.08,Hard
99,4,Memory Match & Recall,Hard,77.59,6,6.92,2,-20.41,Hard
99,5,Everyday Problem Solver,Easy,98.0,8,3.91,0,20.41,Hard
100,1,My Life Memories,Medium,56.63,3,5.0,3,0.0,Medium
100,2,My Life Memories,Medium,62.92,3,5.06,2,6.29,Medium
100,3,Memory Match & Recall,Easy,74.45,4,4.31,2,11.53,Medium
100,4,Everyday Problem Solver,Medium,62.03,6,2.61,4,-12.42,Medium
100,5,Memory Match & Recall,Medium,68.55,4,5.37,2,6.52,Medium
101,1,Story & Conversation,Easy,67.59,4,6.97,2,0.0,Hard
101,2,My Life Memories,Medium,75.63,8,6.22,2,8.04,Hard
101,3,Memory Match & Recall,Easy,81.73,8,5.08,2,6.1,Hard
101,4,Behaviour & Emotional Response,Medium,73.15,4,4.17,2,-8.58,Hard
101,5,Everyday Problem Solver,Easy,98.0,5,3.99,0,24.85,Hard
102,1,Behaviour & Emotional Response,Medium,68.48,7,5.55,3,0.0,Medium
102,2,Everyday Problem Solver,Medium,65.66,3,5.41,2,-2.82,Medium
102,3,Behaviour & Emotional Response,Hard,68.68,3,5.68,2,3.02,Medium
102,4,Behaviour & Emotional Response,Medium,68.97,3,6.21,2,0.29,Medium
102,5,My Life Memories,Hard,63.89,3,7.21,2,-5.08,Medium
103,1,My Life Memories,Hard,50.72,4,7.85,4,0.0,Hard
103,2,Memory Match & Recall,Medium,64.2,3,5.35,2,13.48,Hard
103,3,Story & Conversation,Easy,78.06,4,4.3,1,13.86,Hard
103,4,Behaviour & Emotional Response,Medium,76.05,6,5.28,2,-2.01,Hard
103,5,Everyday Problem Solver,Easy,88.11,7,6.23,1,12.06,Hard
104,1,Everyday Problem Solver,Hard,53.34,5,7.03,5,0.0,Medium
104,2,My Life Memories,Medium,75.44,5,3.42,1,22.1,Medium
104,3,Memory Match & Recall,Medium,73.39,7,5.75,3,-2.05,Medium
104,4,Memory Match & Recall,Easy,79.52,4,6.01,1,6.13,Medium
104,5,Everyday Problem Solver,Hard,59.9,5,5.97,3,-19.62,Medium
105,1,Story & Conversation,Medium,57.5,6,3.72,4,0.0,Easy
105,2,Story & Conversation,Easy,60.26,4,6.43,2,2.76,Easy
105,3,Story & Conversation,Medium,55.32,3,3.87,2,-4.94,Easy
105,4,Story & Conversation,Easy,58.98,5,3.76,3,3.66,Easy
105,5,My Life Memories,Hard,43.47,4,7.92,6,-15.51,Easy
106,1,My Life Memories,Easy,81.02,5,7.05,1,0.0,Hard
106,2,My Life Memories,Medium,82.54,7,4.45,1,1.52,Hard
106,3,Behaviour & Emotional Response,Easy,73.15,4,7.16,1,-9.39,Hard
106,4,My Life Memories,Easy,81.31,5,2.38,1,8.16,Hard
106,5,Behaviour & Emotional Response,Easy,97.28,5,7.15,0,15.97,Hard
107,1,Memory Match & Recall,Easy,94.15,8,4.96,0,0.0,Medium
107,2,Story & Conversation,Medium,87.38,9,5.71,1,-6.77,Medium
107,3,Everyday Problem Solver,Medium,85.45,7,4.94,1,-1.93,Medium
107,4,My Life Memories,Easy,94.89,8,3.34,0,9.44,Medium
107,5,Behaviour & Emotional Response,Hard,73.08,6,3.68,2,-21.81,Medium
108,1,Memory Match & Recall,Easy,62.59,6,3.17,4,0.0,Medium
108,2,Story & Conversation,Medium,61.1,4,6.68,2,-1.49,Medium
108,3,Memory Match & Recall,Easy,77.03,8,2.5,2,15.93,Medium
108,4,Memory Match & Recall,Easy,67.09,4,5.59,2,-9.94,Medium
108,5,Story & Conversation,Medium,58.63,3,4.76,2,-8.46,Medium
109,1,Behaviour & Emotional Response,Easy,72.44,7,4.55,3,0.0,Medium
109,2,Story & Conversation,Medium,61.75,3,4.28,2,-10.69,Medium
109,3,Behaviour & Emotional Response,Easy,83.17,7,2.42,1,21.42,Medium
109,4,My Life Memories,Easy,85.39,7,4.29,1,2.22,Medium
109,5,Everyday Problem Solver,Hard,65.57,3,6.04,2,-19.82,Medium
110,1,Everyday Problem Solver,Medium,81.21,8,4.34,2,0.0,Hard
110,2,Behaviour & Emotional Response,Easy,92.7,7,4.91,1,11.49,Hard
110,3,My Life Memories,Easy,93.76,8,4.3,0,1.06,Hard
110,4,My Life Memories,Easy,90.75,5,3.48,1,-3.01,Hard
110,5,Memory Match & Recall,Medium,78.05,8,6.98,2,-12.7,Hard
111,1,Memory Match & Recall,Hard,25.18,2,5.24,6,0.0,Medium
111,2,Story & Conversation,Medium,48.21,4,4.76,4,23.03,Medium
111,3,Story & Conversation,Hard,39.83,2,5.17,4,-8.38,Medium
111,4,Story & Conversation,Medium,47.52,2,4.12,3,7.69,Medium
111,5,Everyday Problem Solver,Medium,60.21,4,3.59,2,12.69,Medium
112,1,My Life Memories,Easy,78.45,6,4.87,2,0.0,Medium
112,2,My Life Memories,Hard,53.04,3,5.72,3,-25.41,Medium
112,3,Behaviour & Emotional Response,Hard,55.91,3,5.68,2,2.87,Medium
112,4,Story & Conversation,Medium,74.93,7,7.55,3,19.02,Medium
112,5,Behaviour & Emotional Response,Medium,67.3,7,3.32,3,-7.63,Medium
113,1,Behaviour & Emotional Response,Easy,84.15,7,3.36,1,0.0,Medium
113,2,Memory Match & Recall,Medium,70.01,6,6.95,2,-14.14,Medium
113,3,Everyday Problem Solver,Hard,46.35,3,6.61,3,-23.66,Medium
113,4,Everyday Problem Solver,Medium,72.95,4,4.46,1,26.6,Medium
113,5,Memory Match & Recall,Medium,63.45,5,4.29,3,-9.5,Medium
114,1,Everyday Problem Solver,Easy,50.88,3,3.12,3,0.0,Easy
114,2,Story & Conversation,Hard,34.48,3,5.1,5,-16.4,Easy
114,3,Memory Match & Recall,Easy,59.18,5,2.66,3,24.7,Easy
114,4,Everyday Problem Solver,Medium,51.26,3,6.09,2,-7.92,Easy
114,5,Behaviour & Emotional Response,Medium,38.82,2,5.64,4,-12.44,Easy
115,1,Everyday Problem Solver,Medium,71.16,6,6.94,2,0.0,Hard
115,2,Behaviour & Emotional Response,Easy,92.43,5,3.41,0,21.27,Hard
115,3,Memory Match & Recall,Easy,91.08,7,4.94,1,-1.35,Hard
115,4,Everyday Problem Solver,Medium,83.37,8,5.48,2,-7.71,Hard
115,5,Behaviour & Emotional Response,Medium,78.89,8,5.07,2,-4.48,Hard
116,1,Behaviour & Emotional Response,Easy,48.13,4,3.53,4,0.0,Medium
116,2,My Life Memories,Easy,45.88,5,6.12,5,-2.25,Medium
116,3,Story & Conversation,Medium,48.34,2,5.84,3,2.46,Medium
116,4,Everyday Problem Solver,Medium,36.74,4,4.83,6,-11.6,Medium
116,5,My Life Memories,Easy,62.07,4,4.67,2,25.33,Medium
117,1,Story & Conversation,Hard,85.15,7,5.85,1,0.0,Hard
117,2,Story & Conversation,Hard,82.44,5,5.8,1,-2.71,Hard
117,3,Story & Conversation,Medium,96.88,5,5.57,0,14.44,Hard
117,4,Story & Conversation,Easy,98.0,5,3.27,0,1.12,Hard
117,5,Story & Conversation,Medium,92.8,6,2.55,0,-5.2,Hard
118,1,Memory Match & Recall,Easy,71.0,7,1.85,3,0.0,Hard
118,2,Behaviour & Emotional Response,Medium,71.45,4,7.92,2,0.45,Hard
118,3,Story & Conversation,Hard,58.58,5,6.84,3,-12.87,Hard
118,4,Everyday Problem Solver,Medium,72.61,7,4.8,3,14.03,Hard
118,5,Behaviour & Emotional Response,Medium,79.13,6,4.52,2,6.52,Hard
119,1,My Life Memories,Easy,75.94,8,3.59,2,0.0,Medium
119,2,Behaviour & Emotional Response,Medium,71.46,4,4.72,2,-4.48,Medium
119,3,Everyday Problem Solver,Medium,62.48,3,5.64,2,-8.98,Medium
119,4,Memory Match & Recall,Easy,73.12,7,4.45,3,10.64,Medium
119,5,Story & Conversation,Medium,69.96,3,6.24,2,-3.16,Medium
120,1,My Life Memories,Easy,76.97,6,5.37,2,0.0,Medium
120,2,Story & Conversation,Medium,76.96,6,5.55,2,-0.01,Medium
120,3,Memory Match & Recall,Medium,70.18,4,3.36,2,-6.78,Medium
120,4,Story & Conversation,Medium,65.23,3,4.61,2,-4.95,Medium
120,5,My Life Memories,Medium,69.46,6,4.72,2,4.23,Medium
121,1,Behaviour & Emotional Response,Medium,64.03,3,4.9,2,0.0,Medium
121,2,Everyday Problem Solver,Hard,53.27,5,5.95,5,-10.76,Medium
121,3,Story & Conversation,Medium,52.0,4,3.96,4,-1.27,Medium
121,4,Behaviour & Emotional Response,Hard,52.49,3,4.43,3,0.49,Medium
121,5,Everyday Problem Solver,Medium,70.45,7,6.77,3,17.96,Medium
122,1,Behaviour & Emotional Response,Easy,87.0,4,6.09,1,0.0,Hard
122,2,Everyday Problem Solver,Medium,80.67,8,4.45,2,-6.33,Hard
122,3,Behaviour & Emotional Response,Medium,77.6,5,4.52,1,-3.07,Hard
122,4,Story & Conversation,Hard,68.45,5,5.96,3,-9.15,Hard
122,5,Everyday Problem Solver,Medium,85.24,7,4.82,1,16.79,Hard
123,1,Behaviour & Emotional Response,Easy,83.7,8,5.47,2,0.0,Medium
123,2,Behaviour & Emotional Response,Easy,69.14,3,1.5,2,-14.56,Medium
123,3,Story & Conversation,Easy,85.16,4,2.68,1,16.02,Medium
123,4,My Life Memories,Medium,69.71,3,3.54,2,-15.45,Medium
123,5,Behaviour & Emotional Response,Medium,61.74,4,5.66,2,-7.97,Medium
124,1,Memory Match & Recall,Medium,67.93,4,1.85,2,0.0,Hard
124,2,Behaviour & Emotional Response,Medium,69.61,7,5.41,3,1.68,Hard
124,3,Everyday Problem Solver,Hard,53.51,3,6.09,3,-16.1,Hard
124,4,Memory Match & Recall,Medium,75.8,4,5.59,1,22.29,Hard
124,5,Everyday Problem Solver,Easy,88.1,7,3.13,1,12.3,Hard
125,1,My Life Memories,Easy,87.0,5,4.27,1,0.0,Medium
125,2,My Life Memories,Medium,73.85,7,4.38,3,-13.15,Medium
125,3,Memory Match & Recall,Medium,75.64,5,4.69,1,1.79,Medium
125,4,Behaviour & Emotional Response,Easy,98.0,10,2.57,0,22.36,Medium
125,5,Behaviour & Emotional Response,Medium,74.27,4,6.67,2,-23.73,Medium
126,1,My Life Memories,Hard,40.85,3,7.22,5,0.0,Medium
126,2,Behaviour & Emotional Response,Medium,54.73,4,7.25,4,13.88,Medium
126,3,Behaviour & Emotional Response,Medium,63.93,4,4.4,2,9.2,Medium
126,4,Story & Conversation,Medium,74.3,4,4.18,2,10.37,Medium
126,5,Story & Conversation,Medium,67.31,4,5.32,2,-6.99,Medium
127,1,My Life Memories,Easy,98.0,8,4.25,0,0.0,Hard
127,2,Behaviour & Emotional Response,Hard,64.51,5,6.34,3,-33.49,Hard
127,3,Story & Conversation,Easy,88.46,9,6.71,1,23.95,Hard
127,4,My Life Memories,Hard,72.85,4,5.28,2,-15.61,Hard
127,5,Story & Conversation,Easy,96.63,5,2.61,0,23.78,Hard
128,1,Story & Conversation,Hard,40.63,3,5.19,5,0.0,Medium
128,2,My Life Memories,Easy,50.64,4,5.24,4,10.01,Medium
128,3,Behaviour & Emotional Response,Medium,55.54,3,5.92,3,4.9,Medium
128,4,Memory Match & Recall,Medium,55.9,3,4.14,3,0.36,Medium
128,5,Everyday Problem Solver,Easy,52.89,3,6.38,3,-3.01,Medium
129,1,Everyday Problem Solver,Easy,63.65,6,6.08,4,0.0,Medium
129,2,Story & Conversation,Medium,60.0,3,5.57,2,-3.65,Medium
129,3,Everyday Problem Solver,Easy,81.15,5,3.58,1,21.15,Medium
129,4,My Life Memories,Medium,65.23,7,5.05,3,-15.92,Medium
129,5,My Life Memories,Medium,62.77,5,6.83,3,-2.46,Medium
130,1,Story & Conversation,Easy,80.85,4,5.64,1,0.0,Medium
130,2,Memory Match & Recall,Medium,66.93,4,3.96,2,-13.92,Medium
130,3,Behaviour & Emotional Response,Medium,64.35,3,2.63,2,-2.58,Medium
130,4,Everyday Problem Solver,Medium,84.45,5,3.5,1,20.1,Medium
130,5,Memory Match & Recall,Hard,60.29,6,5.49,4,-24.16,Medium
131,1,My Life Memories,Easy,79.51,6,5.4,2,0.0,Hard
131,2,Memory Match & Recall,Easy,72.61,4,4.22,1,-6.9,Hard
131,3,Story & Conversation,Easy,79.31,8,4.07,2,6.7,Hard
131,4,Everyday Problem Solver,Hard,66.76,7,6.36,3,-12.55,Hard
131,5,Story & Conversation,Easy,85.02,4,5.12,1,18.26,Hard
132,1,Story & Conversation,Easy,88.69,9,2.73,1,0.0,Hard
132,2,Story & Conversation,Medium,81.5,4,4.07,1,-7.19,Hard
132,3,Story & Conversation,Medium,77.43,5,5.58,1,-4.07,Hard
132,4,Everyday Problem Solver,Medium,89.53,9,4.81,1,12.1,Hard
132,5,My Life Memories,Medium,85.46,4,6.86,1,-4.07,Hard
133,1,My Life Memories,Medium,79.22,5,5.54,1,0.0,Medium
133,2,Everyday Problem Solver,Medium,54.55,3,5.97,3,-24.67,Medium
133,3,Memory Match & Recall,Easy,78.9,5,5.92,1,24.35,Medium
133,4,My Life Memories,Medium,72.15,6,4.76,2,-6.75,Medium
133,5,Story & Conversation,Medium,62.27,3,4.75,2,-9.88,Medium
134,1,Story & Conversation,Medium,43.76,3,5.86,3,0.0,Medium
134,2,Memory Match & Recall,Medium,58.76,6,5.5,4,15.0,Medium
134,3,Story & Conversation,Easy,53.07,4,5.11,4,-5.69,Medium
134,4,Memory Match & Recall,Medium,58.92,5,4.3,3,5.85,Medium
134,5,Story & Conversation,Medium,52.44,3,5.1,3,-6.48,Medium
135,1,Everyday Problem Solver,Medium,52.12,5,4.94,5,0.0,Easy
135,2,Behaviour & Emotional Response,Medium,52.24,5,4.02,5,0.12,Easy
135,3,Behaviour & Emotional Response,Hard,36.6,2,6.87,4,-15.64,Easy
135,4,Everyday Problem Solver,Medium,50.49,3,7.17,2,13.89,Easy
135,5,Behaviour & Emotional Response,Medium,51.83,4,5.35,4,1.34,Easy
136,1,Memory Match & Recall,Hard,53.48,3,3.76,2,0.0,Hard
136,2,Memory Match & Recall,Hard,54.33,3,7.38,3,0.85,Hard
136,3,Behaviour & Emotional Response,Medium,73.68,4,7.98,2,19.35,Hard
136,4,Story & Conversation,Hard,63.1,6,6.02,4,-10.58,Hard
136,5,Memory Match & Recall,Medium,89.24,9,7.19,1,26.14,Hard
137,1,Memory Match & Recall,Hard,86.17,9,6.84,1,0.0,Hard
137,2,Memory Match & Recall,Medium,95.98,10,5.67,0,9.81,Hard
137,3,My Life Memories,Medium,90.62,9,3.79,1,-5.36,Hard
137,4,Story & Conversation,Medium,95.4,10,4.53,0,4.78,Hard
137,5,Story & Conversation,Hard,82.2,5,6.48,1,-13.2,Hard
138,1,Behaviour & Emotional Response,Easy,84.86,8,6.09,2,0.0,Hard
138,2,Story & Conversation,Medium,68.98,3,4.72,2,-15.88,Hard
138,3,Memory Match & Recall,Hard,61.03,6,3.57,4,-7.95,Hard
138,4,Memory Match & Recall,Easy,88.33,5,4.15,1,27.3,Hard
138,5,Everyday Problem Solver,Medium,89.41,9,5.54,1,1.08,Hard
139,1,Story & Conversation,Hard,43.76,4,7.42,6,0.0,Medium
139,2,My Life Memories,Hard,37.63,4,5.73,6,-6.13,Medium
139,3,My Life Memories,Easy,51.88,3,4.14,3,14.25,Medium
139,4,Story & Conversation,Easy,65.67,7,6.74,3,13.79,Medium
139,5,Behaviour & Emotional Response,Easy,69.9,4,3.85,2,4.23,Medium
140,1,Memory Match & Recall,Medium,44.05,4,3.03,4,0.0,Medium
140,2,My Life Memories,Medium,46.64,5,4.95,5,2.59,Medium
140,3,Behaviour & Emotional Response,Medium,43.41,3,3.24,3,-3.23,Medium
140,4,Everyday Problem Solver,Medium,50.79,3,4.45,3,7.38,Medium
140,5,Story & Conversation,Easy,52.19,3,1.5,2,1.4,Medium
141,1,Memory Match & Recall,Hard,58.22,6,7.83,4,0.0,Medium
141,2,Behaviour & Emotional Response,Medium,58.34,3,4.31,2,0.12,Medium
141,3,Everyday Problem Solver,Easy,75.4,4,3.2,1,17.06,Medium
141,4,Behaviour & Emotional Response,Easy,75.9,4,5.31,1,0.5,Medium
141,5,Everyday Problem Solver,Medium,72.95,7,4.8,3,-2.95,Medium
142,1,My Life Memories,Easy,61.68,4,3.51,2,0.0,Medium
142,2,Memory Match & Recall,Easy,67.09,5,4.9,3,5.41,Medium
142,3,Everyday Problem Solver,Hard,53.43,4,4.91,4,-13.66,Medium
142,4,Behaviour & Emotional Response,Medium,70.4,6,4.61,2,16.97,Medium
142,5,Everyday Problem Solver,Easy,72.82,4,3.52,2,2.42,Medium
143,1,Behaviour & Emotional Response,Easy,38.94,3,5.57,5,0.0,Easy
143,2,Story & Conversation,Easy,33.45,2,4.81,4,-5.49,Easy
143,3,My Life Memories,Medium,29.73,1,3.39,4,-3.72,Easy
143,4,Story & Conversation,Hard,15.0,2,7.13,8,-14.73,Easy
143,5,Behaviour & Emotional Response,Easy,32.11,3,5.1,7,17.11,Easy
144,1,My Life Memories,Easy,52.45,5,4.54,5,0.0,Easy
144,2,Everyday Problem Solver,Medium,31.46,3,6.65,7,-20.99,Easy
144,3,Everyday Problem Solver,Hard,26.24,2,5.12,6,-5.22,Easy
144,4,Everyday Problem Solver,Hard,33.35,2,7.41,3,7.11,Easy
144,5,Behaviour & Emotional Response,Medium,39.56,4,5.26,6,6.21,Easy
145,1,Behaviour & Emotional Response,Medium,70.59,7,5.15,3,0.0,Hard
145,2,Everyday Problem Solver,Easy,75.73,6,3.4,2,5.14,Hard
145,3,Memory Match & Recall,Hard,57.95,5,4.55,3,-17.78,Hard
145,4,Memory Match & Recall,Medium,53.4,3,5.6,3,-4.55,Hard
145,5,Memory Match & Recall,Easy,87.86,4,1.5,1,34.46,Hard
146,1,Memory Match & Recall,Easy,58.57,4,7.0,2,0.0,Easy
146,2,My Life Memories,Easy,56.48,5,3.67,3,-2.09,Easy
146,3,Story & Conversation,Hard,34.76,2,7.67,3,-21.72,Easy
146,4,Everyday Problem Solver,Hard,33.48,2,5.07,3,-1.28,Easy
146,5,My Life Memories,Hard,35.96,2,4.87,4,2.48,Easy
